id,review_body
4402,"Kit complet, se transporte comme une trousse de toilette, assez plat pour mettre dans la valise , il ne manque rien , tous les outils pour faire de la couture ( mètre, aiguilles, dé, ciseau, crayon, épingle, aiguille à ourlet ...) ,en supplément vous avez le coupe ongles, la pince à épiler qui peuvent servir en vacances ... ma femme est très heureuse de ce cadeau aimant la couture ."
4403,"Le design est original. Par contre l’une des rangées où on place les dosettes est trop large, les dosettes sont tout le temps en train de tomber"
4404,"Bon produit mais je trouve le revêtement intérieur fragile, ce qui justifie peut-être le niveau de son prix. A voir sur la durée."
4405,"Vraiment ravis de cette lampe,elle fonctionne parfaitement,le choix des entre les couleurs chaudes ou froides est vraiment un grand atout.Esthétiquement c'est très bon aussi,bonne fabrication ,bons matériaux,sans oublier le petit plus très appréciable ,le port de charge USB ! Je la recommande sincèrement , c'est une super lampe."
4406,"l article est magnifique , belle qualité , trés belle couleur"
4407,Je suis déçue car tout est en plastique pour le prix c est de l arnaque en plus l etuit est trop petit le bracelet ne rentre pas dedans
4408,"Des longueurs. Textes brouillons et pauvres. Bref, aucun intérêt.....c’est du vol."
4409,cliquet vraiment très robuste très bien pour moi
4410,Reçu en avance. Je pensait un peu plus grand mais beaucoup de rangement pratique pour mettre les nécessaires pour bébé.
4411,Très bel ange qui correspond aux photos. Il est très bien sur la cime de notre sapin.
4412,Fonctionne mais est très dur à insérer malgré le temps...
4413,Marqué comme reçu mais rien. Amazon doit réagir impérativement
4414,Pas le temps de bronzer
4415,La bottines est super belle mais franchement elle etait plus petite que prévue et elle sort facilement du pied malgres que ce soit une botte quoi. Je ne l’ai malheureusement pas pu la mettre a ma fille
4416,Tester a la maison dans les différentes pièces et notre frigo. Très facile d'utilisation Nécessite beaucoup de piles
4417,J ai commandé 3 fois l article qui nous plaisait par son design mais il arrive à chaque fois cassé!!!
4418,"J'ai acheté ce produit pour les 1 an de mon fils... malheureusement je n'ai jamais pu afficher le ""happy birthday"" car il ne résiste pas à l'hélium! À chaque gonflage les ballons Exploses ! Par contre pas de problème avec les étoiles"
4419,"Super !! petit ventilateur trés sympa et réellement efficace ( en ai acheté 2 ) facile à bouger avec sa poignée arrière , tellement satisfait vais renouveler mon achat"
4420,La qualité Mcgard avec un peu plus de discretion. Se confond parfaitement avec les cache écrous noirs d'origine de mon Octavia 3 combi (jantes en 17 pouces).
4421,Vraiment nul pour avoir un remboursement vous allez attendre d'avoir les cheveux gris je ne recommande pas ce produit de très basse qualité j'ai acheté l’équivalent a decathlon pour moins cher et de meilleur qualité de plus le produit et garanti un ans
4422,Simple à poser et évite les rayures
4423,L'antidérapant était décollé à la livraison sur la périphérie. Pour le reste c'est pas mal.
4424,Très bien je recommande Bebe adore
4425,correspond à mes attentes
4426,"Un bon antivol, un peu lourd mais il faut ce qu’il faut pour protéger sa monture."
4427,"Acheté il y a déjà quelques temps, la lecture sans fil n a duré que 2 mois puis en panne, maintenant plus le choix pour moi que de l utiliser avec câble USB. a du mal a lire les codes barre sur surface brillante. Dans mon cas déçu , car plus de possibilité de l utiliser sans fil. voila pourquoi 3 etoiles"
4428,Fonctionne de manière aléatoire
4429,je n'ai pas reçu ce tapis commandé
4430,"Ca fait bien son office, en revanche attention a ceux qui comme moi force un peu trop, j'ai tordu la tige d'un de mes pins !"
4431,"bon produit, je ne suis pas décu, la coque est conforme à la description et se met bien en place. verre trempé de bonne qualité, le tactile fonctionne parfaitement avec, ne fait pas de bulle. Donc, je suis plutôt satisfaite de ce produit. Je recommande."
4432,arrivée un mois plus tard et ne fonctionne pas découragé d'acheter sur internet ressemble à une arnaque c'est décourageant ne pas recommander
4433,produit conforme je vais essayer demain a ma séance de sport
4434,"Déçue, il n'y a pas d'histoire, que des illustrations et très peu de pages. Bébé ne s'y intéresse pas du tout..."
4435,"Pinces reçues en bon état. Cependant, celles-ci restent très très fragiles."
4436,La grille et le tapis de cuisson semblent être de bonne qualité mais la plaque alu fait premier prix par son épaisseur et le fait qu'elle soit déjà abimée. Livraison dans les temps indiqués
4437,"Mon fils était content de recevoir sa première montre, elle résiste après 1 mois d'utilisation quotidienne par un enfant de 8 ans!"
4438,"Je n'ai malheureusement pas reçu ce produit dans ma boîte aux lettres et je ne peux donc pas l'évaluer, ainsi que le second livre du même auteur qui devait m'être livré. Je suis très déçue et je ne comprends pas, j'ai par contre reçu l'autre colis avec ma housse de couette. Quelle est la solution ?"
4439,"En commandants je n ai pas vue, ce produit n est pas programmable car on vous parle de la gamme du produit sauf certains modèle dont celui ci. Sinon il fonctionne super bien pour le prix même après un bon nettoyage qui prend peu de temps je le met en mâche en partant travailler en rentrant tout est nickel vraiment bien pour un nettoyage au quotidien."
4440,Je n'ai reçu qu'une boîte et non 6 comme indiqué !! C'est honteux et mensonger
4441,"Je n'ai pas l'impression que ce soit une coque vraiment adaptée au 6c pro, j'ai l'impression que le bouton on/off suréleve la coque sur le côté de même il y 'a un trou en haut à côté du port Jack qui ne sert à rien soit 2 trou, sinn livré dans les temps et protége bien"
4442,Texture un peu collante. Sent très bon. Lisse un peu la cellulite mais ne vous attendez pas à un miracle non plus. Je le trouve assez cher pour un résultat qu’on obtient avec un gel mixa moins cher.
4443,"Bonne montre connectée. Pour les coureurs, pratique!Fonctionnalités plaisantes, sans plus. Design, recommandation d'achat."
4444,Pas du tout à mes attente
4445,"Defaut sur un des 2 verres sur un angle, de ce fait impossible de le poser correctement sans avoir une bulle. L autre verre est tres bien. Gabarit de pose qui permet de le mettre parfaitement en place"
4446,C'est pour mon fils de 8 ans et ça lui donne plus de responsabilités et de motivation pour fais des tache .
4447,"J atend depuit janvier toujour pas recue , jai reclamer on ma sonner soie disant il arive mai toujours rien !!!"
4448,balance très agréable et fonctionnant très bien (pour le moment). il suffit de grimper dessus pour qu'elle s'allume et se mette à calculer votre poids. c'est direct ! rien à dire de plus dessus.
4449,"Très belle lampe, avec 3 ambiances (Chaud/Froid/mixte) Excellente luminosité. Le plus est que même dans le noir, on peut admirer ses courbes d'un seul tenant, car elle reste très légèrement allumée, sans toutefois éclairer. Parfait"
4450,"J'ai commandé ce produit par rapport aux commentaires et j'en suis moi-même très satisfaite . Ayant une peau mixte à tendance grasse j'ai vu le différence en quelque jour , plus lumineuse et moins grasse. Le mode de vibration est un bon moyen de détendre la peau et le soir après une bonne journée , c'est très agréable , je recommande ce produit qui en plus à un super designe ."
4451,"Je suis abonnée pour cet article. Quand il arrive pas de pain pendant les trois semaines qui suivent. C’est bon pour mon intestin, et ce qui ne gâte rien je trouve le goût agréable bien que faiblement salé. Je recommande avec un très bon beurre. Bien aussi avec le foie gras et le saumon de fin d’année."
4452,Ça fait le job en appoint. Attention Amazon suggère un manche intex pour l’utiliser (car cette tête est vendue seule) mais le manche a un diamètre qui ne correspond pas. Je me suis fait avoir et même s’il m’a été remboursé j’ai eu les frais de retour pour ma pomme. Dégoûtée
4453,Très bonne protection
4454,"Enfin une protection d'écran à la bonne taille !! Bien emballée et envoyée rapidement. Bref, je suis contente de mon achat."
4455,Il en a quelques une et étant fan de walking dead il a adoré.Je recommande ces figurines pour les collectionneurs.
4456,"Petit cadeau de Noël sympa, je recommande"
4457,"Produits nulle fonctionne plus ,reçu samedi"
4458,"je n'ai pas aimé, je ne le trouve pas très bon cependant les gouts et couleurs sont propre à chacun"
4459,Vraiment bien ! Je recommande
4460,"Les petites étiquettes collées dessus sont très compliquées à enlever, et cela arrache un bout de mousse. Mais mes chats jouent avec comme pas possible donc je ne regrette pas mon achat"
4461,"Sac sentant fort le plastique, mauvaise qualité. fermeture éclair fragile. matière synthétique. on a pas envie de ranger les affaires de bébé. très déçue"
4462,Produit que je déconseille vivement!!! Reçu complètement froissé dans un emballage sommaire. C'est tout simplement HONTEUX!!! Produit en plus qui se décolle au bout d'un mois alors que celui-ci a été posé sur un mur lessivé et séché donc un mur propre et malgré cela aucune adhérence!!! Quelle déception surtout pour mes filles!!!
4463,"Livraison rapide, conforme à la photo, satisfaite"
4464,"Je l ai offert à mon mari et il le trouve genial, Très grand pour pouvoir tout ranger, sachant que les tenues prennent bcp de places !! Et même en mettant tout il reste de la place ce qui n’etait Jamais le cas avec les autres sacs, et il a l air d être résistant, Bref pour le prix il est parfait !"
4465,Bon produit et bonne communication avec le vendeur
4466,Éclairage variable de la façade fort et gênant sinon fonctionnement très correct pour un article ce prix
4467,C'est ma deuxième commande de ce produit et je suis très satisfait.
4468,"Ses compartiments séparés et ses poches permettent d'y mettre plus d'affaires et de ranger bien mes objets. J'y mets de tout : mon ordinateur, parapluie, thermos, cosmétiques, les objets de bureau... et il est facile de les trouver et de les extraire grâce à ses poches. J‘en suis satisfaite."
4469,"Ce livre était recommandé par le magasine psychologie...? C'était du n'importe quoi! J'ai même sauté des pages... Aucune vraisemblance, aucun intérêt."
4470,Reçu en bon état et bien emballé. Testé le jour même et franchement le top mais le poids du bébé pèse quand sur le bassin et même en marchant. Sinon dans l'ensemble je ne regrette pas ce choix.
4471,Mon chat et même mon chien adorent ce produit! Argent bien dépensé. J'ai commandé ce produit plus d'une fois et je commanderai à nouveau.
4472,Article non reçu société qui ne répond pas au telepone et envoie des messages mail qui n aboutisse a rien est demandé mon rembourssement et attend toujour d être remboursee...je ne conseille
4473,"Impeccable ! si j'avais su, je l'aurais pris plus tôt"
